"mes_ano_referencia"|"codigo_recebimento"|"descricao_receita"|"fonte_recurso"|"nome_entidade"|"valor"
"1/2021"|"1718032100"|"TRANSFERENCIA DE RECURSOS DO SUS ? ATENCAO DE MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOS"|"0.214-TRANSFERENCIAS FUNDO A FUNDO DE RECURSOS DO SUS PROVEN"|"FUNDO MUNICIPAL DE SAUDE DE JOAO PESSOA"|27794411.75
"1/2021"|"1718034100"|"TRANSFERENCIA DE RECURSOS DO SUS ? ASSISTENCIA FARMACEUTICA"|"0.214-TRANSFERENCIAS FUNDO A FUNDO DE RECURSOS DO SUS PROVEN"|"FUNDO MUNICIPAL DE SAUDE DE JOAO PESSOA"|397765.72
"1/2021"|"1121011100"|"TAXAS DE INSPECAO, CONTROLE E FISCALIZACAO - PRINCIPAL"|"0.229-OUTROS RECURSOS VINCULADOS A SAUDE"|"FUNDO MUNICIPAL DE SAUDE DE JOAO PESSOA"|69825.55
"1/2021"|"1990991100"|"OUTRAS RECEITAS - PRIMARIAS - PRINCIPAL"|"0.229-OUTROS RECURSOS VINCULADOS A SAUDE"|"FUNDO MUNICIPAL DE SAUDE DE JOAO PESSOA"|4715.7
"1/2021"|"1321001100"|"REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL"|"0.229-OUTROS RECURSOS VINCULADOS A SAUDE"|"FUNDO MUNICIPAL DE SAUDE DE JOAO PESSOA"|17887.62
"1/2021"|"2418049145"|"COVID - OUTRAS TRANSFERENCIAS DE RECURSOS DO SUS, NAO DETALHADA ANTERI"|"0.215-TRANSFERENCIAS FUNDO A FUNDO DE RECURSOS DO SUS PROVEN"|"FUNDO MUNICIPAL DE SAUDE DE JOAO PESSOA"|575803
"1/2021"|"1121011100"|"TAXAS DE INSPECAO, CONTROLE E FISCALIZACAO - PRINCIPAL"|"0.209-OUTROS RECURSOS NAO VINCULADOS"|"FUNDO MUNICIPAL DE URBANIZACAO"|629360.06
"1/2021"|"1321001100"|"REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL"|"0.209-OUTROS RECURSOS NAO VINCULADOS"|"FUNDO MUNICIPAL DE URBANIZACAO"|284.89
"1/2021"|"1321001100"|"REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL"|"0.209-OUTROS RECURSOS NAO VINCULADOS"|"FUNDO MUNICIPAL DO IDOSO - FMI-JP"|27.38
"1/2021"|"1121011100"|"TAXAS DE INSPECAO, CONTROLE E FISCALIZACAO - PRINCIPAL"|"0.209-OUTROS RECURSOS NAO VINCULADOS"|"FUNDO MUNICIPAL DO MEIO AMBIENTE DE JOAO PESSOA"|68935.3
"1/2021"|"1321001100"|"REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL"|"0.209-OUTROS RECURSOS NAO VINCULADOS"|"FUNDO MUNICIPAL DO MEIO AMBIENTE DE JOAO PESSOA"|23.44
"1/2021"|"1321001100"|"REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL"|"0.209-OUTROS RECURSOS NAO VINCULADOS"|"FUNDO MUNICIPAL DOS DIR. DA CRIANCA E DO ADOLESCENTE DE JOAO PESSOA"|436.8
"1/2021"|"1321001100"|"REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL"|"0.229-OUTROS RECURSOS VINCULADOS A SAUDE"|"INSTITUTO CANDIDA VARGAS"|205.44
"1/2021"|"1321001100"|"REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL"|"0.220-TRANSFERENCIAS DE CONVENIOS OU DE CONTRATOS DE REPASSE"|"INSTITUTO CANDIDA VARGAS"|106.7
"1/2021"|"7630011100"|"SERVICOS DE ATENDIMENTO A SAUDE - PRINCIPAL"|"0.229-OUTROS RECURSOS VINCULADOS A SAUDE"|"INSTITUTO CANDIDA VARGAS"|867530.19
"1/2021"|"1215011100"|"CPSSS - SERVIDOR CIVIL ATIVO - PRINCIPAL"|"0.242-RECURSOS DESTINADOS AO RPPS - PLANO FINANCEIRO - RECUR"|"INSTITUTO DE PREVIDENCIA DO MUNICIPIO DE JOAO PESSOA"|1103117.57
"1/2021"|"7215011100"|"CPSSS - SERVIDOR CIVIL ATIVO - PRINCIPAL"|"0.242-RECURSOS DESTINADOS AO RPPS - PLANO FINANCEIRO - RECUR"|"INSTITUTO DE PREVIDENCIA DO MUNICIPIO DE JOAO PESSOA"|2205634.35
"1/2021"|"1215021100"|"CONTRIBUICAO PATRONAL DE SERVIDOR ATIVO CIVIL PARA O RPPS - PRINCIPAL"|"0.242-RECURSOS DESTINADOS AO RPPS - PLANO FINANCEIRO - RECUR"|"INSTITUTO DE PREVIDENCIA DO MUNICIPIO DE JOAO PESSOA"|308
"1/2021"|"1215011100"|"CPSSS - SERVIDOR CIVIL ATIVO - PRINCIPAL"|"0.241-RECURSOS DESTINADOS AO RPPS - PLANO PREVIDENCIARIO - R"|"INSTITUTO DE PREVIDENCIA DO MUNICIPIO DE JOAO PESSOA"|17437.73
"1/2021"|"1215021100"|"CONTRIBUICAO PATRONAL DE SERVIDOR ATIVO CIVIL PARA O RPPS - PRINCIPAL"|"0.241-RECURSOS DESTINADOS AO RPPS - PLANO PREVIDENCIARIO - R"|"INSTITUTO DE PREVIDENCIA DO MUNICIPIO DE JOAO PESSOA"|229.72
"1/2021"|"7215011100"|"CPSSS - SERVIDOR CIVIL ATIVO - PRINCIPAL"|"0.241-RECURSOS DESTINADOS AO RPPS - PLANO PREVIDENCIARIO - R"|"INSTITUTO DE PREVIDENCIA DO MUNICIPIO DE JOAO PESSOA"|2108991.38
"1/2021"|"7215011200"|"CPSSS SERVIDOR CIVIL ATIVO - MULTAS E JUROS DE MORA"|"0.241-RECURSOS DESTINADOS AO RPPS - PLANO PREVIDENCIARIO - R"|"INSTITUTO DE PREVIDENCIA DO MUNICIPIO DE JOAO PESSOA"|21070.03
"1/2021"|"1321001100"|"REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL"|"0.100-RECURSOS ORDINARIOS"|"INSTITUTO DE PREVIDENCIA DO MUNICIPIO DE JOAO PESSOA"|658.26
"1/2021"|"7215011200"|"CPSSS SERVIDOR CIVIL ATIVO - MULTAS E JUROS DE MORA"|"0.242-RECURSOS DESTINADOS AO RPPS - PLANO FINANCEIRO - RECUR"|"INSTITUTO DE PREVIDENCIA DO MUNICIPIO DE JOAO PESSOA"|40991.51
"1/2021"|"1321001100"|"REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL"|"0.241-RECURSOS DESTINADOS AO RPPS - PLANO PREVIDENCIARIO - R"|"INSTITUTO DE PREVIDENCIA DO MUNICIPIO DE JOAO PESSOA"|940781.75
"1/2021"|"1321001100"|"REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL"|"0.242-RECURSOS DESTINADOS AO RPPS - PLANO FINANCEIRO - RECUR"|"INSTITUTO DE PREVIDENCIA DO MUNICIPIO DE JOAO PESSOA"|3857.63
"1/2021"|"1728011100"|"COTA-PARTE DO ICMS - PRINCIPAL"|"0.100-RECURSOS ORDINARIOS"|"PREFEITURA MUNICIPAL DE JOAO PESSOA"|28999671.02
"1/2021"|"1122011100"|"TAXAS PELA PRESTACAO DE SERVICOS - PRINCIPAL"|"0.100-RECURSOS ORDINARIOS"|"PREFEITURA MUNICIPAL DE JOAO PESSOA"|1038969.72
"1/2021"|"1728014100"|"COTA-PARTE DA CONTRIBUICAO DE INTERVENCAO NO DOMINIO ECONOMICO - PRINCIPAL"|"OUTRAS VINCULACOES DE TRANSFERENCIAS"|"PREFEITURA MUNICIPAL DE JOAO PESSOA"|0
"1/2021"|"1321001100"|"REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL"|"0.299-OUTRAS RECURSOS NAO VINCULADOS"|"PREFEITURA MUNICIPAL DE JOAO PESSOA"|108.97
"1/2021"|"1118011100"|"IMPOSTO PREDIAL E TERRITORIAL URBANO - PRINCIPAL"|"0.100-RECURSOS ORDINARIOS"|"PREFEITURA MUNICIPAL DE JOAO PESSOA"|338122.42
"1/2021"|"1728012100"|"COTA-PARTE DO IPVA - PRINCIPAL"|"0.100-RECURSOS ORDINARIOS"|"PREFEITURA MUNICIPAL DE JOAO PESSOA"|6954937.88
"1/2021"|"1758011100"|"TRANSFERENCIAS DE RECURSOS DO FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA E D"|"0.112-TRANSFERENCIAS DO FUNDEB - IMPOSTOS 70%"|"PREFEITURA MUNICIPAL DE JOAO PESSOA"|24950002.73
"1/2021"|"1118023200"|"IMPOSTO SOBRE SERVICOS DE QUALQUER NATUREZA - MULTAS E JUROS"|"0.100-RECURSOS ORDINARIOS"|"PREFEITURA MUNICIPAL DE JOAO PESSOA"|8845.3
"1/2021"|"1321001100"|"REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL"|"0.251-OUTRAS TRANSFERENCIAS DE CONVENIOS OU CONTRATOS DE REP"|"PREFEITURA MUNICIPAL DE JOAO PESSOA"|1532.92
"1/2021"|"1118011200"|"IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - MULTAS E JUROS"|"0.100-RECURSOS ORDINARIOS"|"PREFEITURA MUNICIPAL DE JOAO PESSOA"|151848.8
"1/2021"|"1718991101"|"OUTRAS TRANSFERENCIAS DA UNIAO"|"0.100-RECURSOS ORDINARIOS"|"PREFEITURA MUNICIPAL DE JOAO PESSOA"|1134724.82
"1/2021"|"1718091100"|"TRANSFERENCIAS DE RECURSOS DA COMPLEMENTACAO DA UNIAO AO FUNDO DE MANUTENCAO E DESENVOLVIM"|"0.114-TRANSFERENCIAS DO FUNDEB 70% - COMPL. UNIAO - VAAF"|"PREFEITURA MUNICIPAL DE JOAO PESSOA"|26916399.5
"1/2021"|"1321001100"|"REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL"|"0.294-OUTRAS VINCULACOES DE TRANSFERENCIAS"|"PREFEITURA MUNICIPAL DE JOAO PESSOA"|0.07
"1/2021"|"1118011300"|"IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - DIVIDA ATIVA"|"0.100-RECURSOS ORDINARIOS"|"PREFEITURA MUNICIPAL DE JOAO PESSOA"|1620873.48
"1/2021"|"1240001100"|"CONTRIBUICAO PARA O CUSTEIO DO SERVICO DE ILUMINACAO PUBLICA - PRINCIPAL"|"0.162-CONTRIBUICAO PARA O CUSTEIO DO SERVICO DE ILUMINACAO P"|"PREFEITURA MUNICIPAL DE JOAO PESSOA"|4138010.25
"1/2021"|"1118014100"|"IMPOSTO SOBRE TRANSMISSAO ?INTER VIVOS? DE BENS IMOVEIS E DE DIREITOS REAIS SOBRE IMOVEIS"|"0.100-RECURSOS ORDINARIOS"|"PREFEITURA MUNICIPAL DE JOAO PESSOA"|9756893.07
"1/2021"|"1718051100"|"TRANSFERENCIAS DO SALARIO-EDUCACAO - PRINCIPAL"|"0.120-TRANSFERENCIA DO SALARIO-EDUCACAO"|"PREFEITURA MUNICIPAL DE JOAO PESSOA"|634636.81
"1/2021"|"1321001100"|"REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL"|"0.161-CONTRIBUICAO DE INTERVENCAO NO DOMINIO ECONOMICO - CID"|"PREFEITURA MUNICIPAL DE JOAO PESSOA"|5.13
"1/2021"|"1118023100"|"IMPOSTO SOBRE SERVICOS DE QUALQUER NATUREZA - PRINCIPAL"|"0.100-RECURSOS ORDINARIOS"|"PREFEITURA MUNICIPAL DE JOAO PESSOA"|21916425.86
"1/2021"|"1718012100"|"COTA-PARTE DO FUNDO DE PARTICIPACAO DOS MUNICIPIOS - COTA MENSAL - PRINCIPAL"|"0.100-RECURSOS ORDINARIOS"|"PREFEITURA MUNICIPAL DE JOAO PESSOA"|29489052.75
"1/2021"|"1118023300"|"IMPOSTO SOBRE SERVICOS DE QUALQUER NATUREZA - DIVIDA ATIVA"|"0.100-RECURSOS ORDINARIOS"|"PREFEITURA MUNICIPAL DE JOAO PESSOA"|159993.65
"1/2021"|"1718015100"|"COTA-PARTE DO IMPOSTO SOBRE A PROPRIEDADE TERRITORIAL RURAL - ITR -  PRINCIPAL"|"0.100-RECURSOS ORDINARIOS"|"PREFEITURA MUNICIPAL DE JOAO PESSOA"|2553.29
"1/2021"|"1321001100"|"REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL"|"0.100-RECURSOS ORDINARIOS"|"PREFEITURA MUNICIPAL DE JOAO PESSOA"|147679.56
"1/2021"|"1121011100"|"TAXAS DE INSPECAO, CONTROLE E FISCALIZACAO - PRINCIPAL"|"0.100-RECURSOS ORDINARIOS"|"PREFEITURA MUNICIPAL DE JOAO PESSOA"|455959.34
"1/2021"|"1728014100"|"COTA-PARTE DA CONTRIBUICAO DE INTERVENCAO NO DOMINIO ECONOMICO - PRINCIPAL"|"0.161-CONTRIBUICAO DE INTERVENCAO NO DOMINIO ECONOMICO - CID"|"PREFEITURA MUNICIPAL DE JOAO PESSOA"|68992.65
"1/2021"|"1728023100"|"COTA-PARTE ROYALTIES ? COMPENSACAO FINANCEIRA PELA PRODUCAO DO PETROLEO ? LEI NO 7.990/89,"|"0.100-RECURSOS ORDINARIOS"|"PREFEITURA MUNICIPAL DE JOAO PESSOA"|460760.14
"1/2021"|"1922991100"|"OUTRAS RESTITUICOES - PRINCIPAL"|"0.100-RECURSOS ORDINARIOS"|"PREFEITURA MUNICIPAL DE JOAO PESSOA"|85.5
"1/2021"|"1321001100"|"REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL"|"0.112-TRANSFERENCIAS DO FUNDEB - IMPOSTOS 70%"|"PREFEITURA MUNICIPAL DE JOAO PESSOA"|91749.66
"1/2021"|"1910011100"|"MULTAS PREVISTAS EM LEGISLACAO ESPECIFICA - PRINCIPAL"|"0.209-OUTROS RECURSOS NAO VINCULADOS"|"SEMOB - SUPERINTENDENCIA EXECUTIVA DE MOBILIDADE URBANA"|1027416.66
"1/2021"|"1122011100"|"TAXAS PELA PRESTACAO DE SERVICOS - PRINCIPAL"|"0.209-OUTROS RECURSOS NAO VINCULADOS"|"SEMOB - SUPERINTENDENCIA EXECUTIVA DE MOBILIDADE URBANA"|76214.96
"1/2021"|"1321001100"|"REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL"|"0.299-OUTRAS RECURSOS NAO VINCULADOS"|"SEMOB - SUPERINTENDENCIA EXECUTIVA DE MOBILIDADE URBANA"|1186.89
"1/2021"|"1990991100"|"OUTRAS RECEITAS - PRIMARIAS - PRINCIPAL"|"0.209-OUTROS RECURSOS NAO VINCULADOS"|"SEMOB - SUPERINTENDENCIA EXECUTIVA DE MOBILIDADE URBANA"|305
"2/2021"|"1321001100"|"REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL"|"0.209-OUTROS RECURSOS NAO VINCULADOS"|"AUTARQUIA ESPECIAL MUNICIPAL DE LIMPEZA URBANA - EMLUR"|27.79
"2/2021"|"1990991100"|"OUTRAS RECEITAS - PRIMARIAS - PRINCIPAL"|"0.209-OUTROS RECURSOS NAO VINCULADOS"|"AUTARQUIA ESPECIAL MUNICIPAL DE LIMPEZA URBANA - EMLUR"|4206.96
"2/2021"|"1121011100"|"TAXAS DE INSPECAO, CONTROLE E FISCALIZACAO - PRINCIPAL"|"0.209-OUTROS RECURSOS NAO VINCULADOS"|"AUTARQUIA ESPECIAL MUNICIPAL DE LIMPEZA URBANA - EMLUR"|165137.36
"2/2021"|"1321001100"|"REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL"|"0.100-RECURSOS ORDINARIOS"|"AUTARQUIA ESPECIAL MUNICIPAL DE LIMPEZA URBANA - EMLUR"|1038.55
"2/2021"|"1321001100"|"REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL"|"0.299-OUTRAS RECURSOS NAO VINCULADOS"|"FUNDACAO CULTURAL DE JOAO PESSOA"|6.83
"2/2021"|"1321001100"|"REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL"|"0.100-RECURSOS ORDINARIOS"|"FUNDACAO CULTURAL DE JOAO PESSOA"|201.23
"2/2021"|"1321001100"|"REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL"|"0.151-OUTRAS TRANSFERENCIAS DE CONVENIOS OU CONTRATOS DE REP"|"FUNDACAO CULTURAL DE JOAO PESSOA"|742.68
"2/2021"|"1321001100"|"REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL"|"0.209-OUTROS RECURSOS NAO VINCULADOS"|"FUNDO DE GESTAO, DESENVOLVIMENTO E MODERNIZACAO DA PROCURADORIA GERAL FUNDERM"|1336.36
"2/2021"|"1990991100"|"OUTRAS RECEITAS - PRIMARIAS - PRINCIPAL"|"0.209-OUTROS RECURSOS NAO VINCULADOS"|"FUNDO DE GESTAO, DESENVOLVIMENTO E MODERNIZACAO DA PROCURADORIA GERAL FUNDERM"|361681.67
"2/2021"|"1321001100"|"REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL"|"0.209-OUTROS RECURSOS NAO VINCULADOS"|"FUNDO MUNICIPAL DE APOIO AOS PEQUENOS NEGOCIOS - EMPREENDER-JP"|10422.02
"2/2021"|"1728991101"|"OUTRAS TRANSFERENCIAS DOS ESTADOS - PRINCIPAL"|"0.231-TRANSFERENCIA DE RECURSOS DO FUNDO NACIONAL DE ASSISTE"|"FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE JOAO PESSOA"|169807.67
"2/2021"|"1321001100"|"REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL"|"0.209-OUTROS RECURSOS NAO VINCULADOS"|"FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE JOAO PESSOA"|1306.55
"2/2021"|"1321001100"|"REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL"|"0.100-RECURSOS ORDINARIOS"|"FUNDO MUNICIPAL DE CULTURA"|3.63
"2/2021"|"1321001100"|"REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL"|"0.151-OUTRAS TRANSFERENCIAS DE CONVENIOS OU CONTRATOS DE REP"|"FUNDO MUNICIPAL DE CULTURA"|175.76
"2/2021"|"1910041100"|"MULTAS PREVISTAS NA LEGISLACAO SOBRE DEFESA DOS DIREITOS DIFUSOS - PRINCIPAL"|"0.209-OUTROS RECURSOS NAO VINCULADOS"|"FUNDO MUNICIPAL DE DEFESA DOS DIREITOS DIFUSOS"|204093.31
"2/2021"|"1321001100"|"REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL"|"0.209-OUTROS RECURSOS NAO VINCULADOS"|"FUNDO MUNICIPAL DE DEFESA DOS DIREITOS DIFUSOS"|10075.46
"2/2021"|"1121011100"|"TAXAS DE INSPECAO, CONTROLE E FISCALIZACAO - PRINCIPAL"|"0.229-OUTROS RECURSOS VINCULADOS A SAUDE"|"FUNDO MUNICIPAL DE SAUDE DE JOAO PESSOA"|90516.34
"2/2021"|"1321001100"|"REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL"|"0.220-TRANSFERENCIAS DE CONVENIOS OU DE CONTRATOS DE REPASSE"|"FUNDO MUNICIPAL DE SAUDE DE JOAO PESSOA"|19.46
"2/2021"|"1718031100"|"TRANSFERENCIA DE RECURSOS DO SUS ? ATENCAO BASICA"|"0.214-TRANSFERENCIAS FUNDO A FUNDO DE RECURSOS DO SUS PROVEN"|"FUNDO MUNICIPAL DE SAUDE DE JOAO PESSOA"|29638036.88
"2/2021"|"1718032100"|"TRANSFERENCIA DE RECURSOS DO SUS ? ATENCAO DE MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOS"|"0.214-TRANSFERENCIAS FUNDO A FUNDO DE RECURSOS DO SUS PROVEN"|"FUNDO MUNICIPAL DE SAUDE DE JOAO PESSOA"|1733222.5
"2/2021"|"1321001100"|"REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL"|"0.229-OUTROS RECURSOS VINCULADOS A SAUDE"|"FUNDO MUNICIPAL DE SAUDE DE JOAO PESSOA"|17520.39
"2/2021"|"1718033100"|"TRANSFERENCIA DE RECURSOS DO SUS ? VIGILANCIA EM SAUDE"|"0.214-TRANSFERENCIAS FUNDO A FUNDO DE RECURSOS DO SUS PROVEN"|"FUNDO MUNICIPAL DE SAUDE DE JOAO PESSOA"|865430.39
"2/2021"|"1990991100"|"OUTRAS RECEITAS - PRIMARIAS - PRINCIPAL"|"0.101-RECEITAS DE IMPOSTOS E DE TRANSFERENCIA DE IMPOSTOS -"|"FUNDO MUNICIPAL DE SAUDE DE JOAO PESSOA"|2141.31
"2/2021"|"1718034100"|"TRANSFERENCIA DE RECURSOS DO SUS ? ASSISTENCIA FARMACEUTICA"|"0.214-TRANSFERENCIAS FUNDO A FUNDO DE RECURSOS DO SUS PROVEN"|"FUNDO MUNICIPAL DE SAUDE DE JOAO PESSOA"|397765.72
"2/2021"|"1728031100"|"TRANSFERENCIA DE RECURSOS DO ESTADO PARA PROGRAMAS DE SAUDE ? REPASSE FUNDO A FUNDO - PRIN"|"0.213-TRANSFERENCIAS FUNDO A FUNDO DE RECURSOS DO SUS PROVEN"|"FUNDO MUNICIPAL DE SAUDE DE JOAO PESSOA"|470421.22
"2/2021"|"1321001100"|"REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL"|"0.209-OUTROS RECURSOS NAO VINCULADOS"|"FUNDO MUNICIPAL DE URBANIZACAO"|326.8
"2/2021"|"1121011100"|"TAXAS DE INSPECAO, CONTROLE E FISCALIZACAO - PRINCIPAL"|"0.209-OUTROS RECURSOS NAO VINCULADOS"|"FUNDO MUNICIPAL DE URBANIZACAO"|829056.31
"2/2021"|"1321001100"|"REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL"|"0.209-OUTROS RECURSOS NAO VINCULADOS"|"FUNDO MUNICIPAL DO IDOSO - FMI-JP"|26.33
"2/2021"|"1121011100"|"TAXAS DE INSPECAO, CONTROLE E FISCALIZACAO - PRINCIPAL"|"0.209-OUTROS RECURSOS NAO VINCULADOS"|"FUNDO MUNICIPAL DO MEIO AMBIENTE DE JOAO PESSOA"|75938.64
"2/2021"|"1321001100"|"REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL"|"0.209-OUTROS RECURSOS NAO VINCULADOS"|"FUNDO MUNICIPAL DO MEIO AMBIENTE DE JOAO PESSOA"|29.55
